"","TempMaxima","TempMinima","Insolacao","Evaporacao.Piche"
"3225",29.5,17.8,8.6,1.6
"3226",29.5,18.5,8.6,1.6
"3227",31.6,18.5,11.2,4.2
"3228",31.6,21.3,11.2,4.2
"3229",33.6,21.3,11.5,2.5
"3230",33.6,19.8,11.5,2.5
"3231",33.3,19.8,10.6,4.7
"3232",33.3,18.9,10.6,4.7
"3233",33.2,18.9,10.7,5.2
"3234",33.2,19.5,10.7,5.2
"3235",34.4,19.5,10.2,4.6
"3236",34.4,19.5,10.2,4.6
"3237",34.3,19.5,6.7,5.3
"3238",34.3,22.9,6.7,5.3
"3239",28.9,22.9,5.2,3.7
"3240",28.9,21.6,5.2,3.7
"3241",28.4,21.6,5.1,2
"3242",28.4,20.4,5.1,2
"3243",29.4,20.4,10.3,1.8
"3244",29.4,20.3,10.3,1.8
"3245",28.8,20.3,9.8,2.8
"3246",28.8,20.7,9.8,2.8
"3247",28.5,20.7,7.6,2.6
"3248",28.5,20.1,7.6,2.6
"3249",29.2,20.1,7.3,2.7
"3250",29.2,20.6,7.3,2.7
"3251",30.7,20.6,6.8,3
"3252",30.7,19.9,6.8,3
"3253",31.4,19.9,7.4,2.2
"3254",31.4,23.3,7.4,2.2
"3255",33.3,23.3,8.5,2.6
"3256",33.3,23.2,8.5,2.6
"3257",32.4,23.2,9.8,2.8
"3258",32.4,22.9,9.8,2.8
"3259",31.4,22.9,10.1,3.2
"3260",31.4,20.9,10.1,3.2
"3261",32.5,20.9,8.7,3.5
"3262",32.5,21.8,8.7,3.5
"3263",31.5,21.8,6.8,3
"3264",31.5,23.1,6.8,3
"3265",33,23.1,7.6,2.6
"3266",33,22.3,7.6,2.6
"3267",29.2,22.3,2.6,2.6
"3268",29.2,23.3,2.6,2.6
"3269",29,23.3,5.6,2.4
"3270",29,22.3,5.6,2.4
"3271",31.7,22.3,10.1,1.8
"3272",31.7,19.9,10.1,1.8
"3273",32.2,19.9,9,2.9
"3274",32.2,20.1,9,2.9
"3275",27.8,20.1,9.6,3.3
"3276",27.8,20.5,9.6,3.3
"3277",28,20.5,10.6,4.1
"3278",28,16.1,10.6,4.1
"3279",28.5,16.1,10.2,3.5
"3280",28.5,18,10.2,3.5
"3281",31.2,18,10.7,4.5
"3282",31.2,18.8,10.7,4.5
"3283",33.4,18.8,10.7,3.8
"3284",33.4,19,10.7,3.8
"3285",35,19,10.6,4
"3286",35,20,10.6,4
"3287",36.9,20,10.6,4.3
"3288",36.9,21,10.6,4.3
"3289",37.8,21,10.4,5
"3290",37.8,21.3,10.4,5
"3291",30.6,21.3,0.3,6.1
"3292",30.6,22.2,0.3,6.1
"3293",33.5,22.2,10.4,2.2
"3294",33.5,20,10.4,2.2
"3295",34.8,20,10.3,3.5
"3296",34.8,21.4,10.3,3.5
"3297",28.4,21.4,0.8,5
"3298",28.4,22,0.8,5
"3299",24.9,22,0.2,2.8
"3300",24.9,20.6,0.2,2.8
"3301",28.2,20.6,6.2,0.3
"3302",28.2,22,6.2,0.3
"3303",27.6,22,2.6,2.3
"3304",27.6,20,2.6,2.3
"3305",27.4,20,0.5,1
"3306",27.4,22.2,0.5,1
"3307",30.7,22.2,6.3,0.6
"3308",30.7,20.6,6.3,0.6
"3309",32.2,20.6,9.2,1.5
"3310",32.2,20,9.2,1.5
"3311",26.7,20,8.1,2.7
"3312",26.7,20.4,8.1,2.7
"3313",30.4,20.4,10.3,2.1
"3314",30.4,18.4,10.3,2.1
"3315",35.6,18.4,7.9,2.1
"3316",35.6,20.3,7.9,2.1
"3317",26.4,20.3,0,2.9
"3318",26.4,20.5,0,2.9
"3319",21.2,20.5,0,1.5
"3320",21.2,18,0,1.5
"3321",25.2,18,3.6,0.4
"3322",25.2,16.5,3.6,0.4
"3323",27.2,16.5,7.4,1.6
"3324",27.2,17,7.4,1.6
"3325",29.2,17,10.1,2.2
"3326",29.2,18,10.1,2.2
"3327",30.7,18,10,2.9
"3328",30.7,17.3,10,2.9
"3329",31.4,17.3,9.8,2.4
"3330",31.4,19.5,9.8,2.4
"3331",32.2,19.5,8.6,2.8
"3332",32.2,20.5,8.6,2.8
"3333",26.4,20.5,1.5,2.8
"3334",26.4,21.2,1.5,2.8
"3335",24.9,21.2,2.4,1.7
"3336",24.9,20.5,2.4,1.7
"3337",25.6,20.5,1.5,1.3
"3338",25.6,20.2,1.5,1.3
"3339",25.2,20.2,0,0.9
"3340",25.2,20.5,0,0.9
"3341",23.2,20.5,2,1
"3342",23.2,18.4,2,1
"3343",23,18.4,10,1.8
"3344",23,14,10,1.8
"3345",27,14,9.7,1.8
"3346",27,12.4,9.7,1.8
"3347",32.9,12.4,7.1,2.3
"3348",32.9,20,7.1,2.3
"3349",35.3,20,9.5,1.9
"3350",35.3,22.2,9.5,1.9
"3351",31.6,22.2,0,3.7
"3352",31.6,20,0,3.7
"3353",26.3,20,0.6,0.7
"3354",26.3,19.8,0.6,0.7
"3355",27,19.8,1.3,1.1
"3356",27,20.4,1.3,1.1
"3357",35.6,20.4,8.4,0.8
"3358",35.6,20.6,8.4,0.8
"3359",24,20.6,0,3.1
"3360",24,20.1,0,3.1
"3361",21,20.1,0,0.7
"3362",21,19.3,0,0.7
"3363",27.4,19.3,3.7,0.7
"3364",27.4,20,3.7,0.7
"3365",24,20,4.4,1.3
"3366",24,18.5,4.4,1.3
"3367",25.2,18.5,8.6,1.9
"3368",25.2,16.3,8.6,1.9
"3369",24.8,16.3,7.9,1.5
"3370",24.8,13.5,7.9,1.5
"3371",27.7,13.5,6.9,1.5
"3372",27.7,13.5,6.9,1.5
"3373",22.2,13.5,0,1.5
"3374",22.2,18,0,1.5
"3375",25.2,18,0.5,0.5
"3376",25.2,17,0.5,0.5
"3377",25.2,17,6.3,0.9
"3378",25.2,18,6.3,0.9
"3379",24.4,18,6.8,1.5
"3380",24.4,14.9,6.8,1.5
"3381",26.4,14.9,8.1,1
"3382",26.4,15,8.1,1
"3383",22.8,15,1.6,1.6
"3384",22.8,13,1.6,1.6
"3385",19.9,13,0,1.6
"3386",19.9,11,0,1.6
"3387",19.4,11,2.2,0.4
"3388",19.4,13,2.2,0.4
"3389",20.3,13,2.8,1.2
"3390",20.3,11,2.8,1.2
"3391",23,11,7.5,1.1
"3392",23,13.6,7.5,1.1
"3393",22.8,13.6,4.3,1.3
"3394",22.8,12.4,4.3,1.3
"3395",22.6,12.4,7.4,1
"3396",22.6,12.5,7.4,1
"3397",23.4,12.5,8.3,1.4
"3398",23.4,10.2,8.3,1.4
"3399",25.2,10.2,8.3,1.7
"3400",25.2,12.8,8.3,1.7
"3401",25.9,12.8,8.1,2.3
"3402",25.9,13,8.1,2.3
"3403",28,13,8.3,2
"3404",28,14,8.3,2
"3405",28.4,14,6.7,2.3
"3406",28.4,15,6.7,2.3
"3407",23.9,15,1,2.2
"3408",23.9,16,1,2.2
"3409",20.2,16,0,1.2
"3410",20.2,16.4,0,1.2
"3411",21.5,16.4,0.5,0.4
"3412",21.5,16,0.5,0.4
"3413",21.7,16,0,1.4
"3414",21.7,17.7,0,1.4
"3415",24.2,17.7,5.5,0.5
"3416",24.2,16.7,5.5,0.5
"3417",21.6,16.7,0,1.1
"3418",21.6,18,0,1.1
"3419",22.9,18,1,0.5
"3420",22.9,17,1,0.5
"3421",30.4,17,3,0.5
"3422",30.4,18.5,3,0.5
"3423",31.1,18.5,5.7,1.4
"3424",31.1,18,5.7,1.4
"3425",23.8,18,0,1.8
"3426",23.8,19,0,1.8
"3427",24.9,19,1.7,0.8
"3428",24.9,19.8,1.7,0.8
"3429",21,19.8,0,1.3
"3430",21,16,0,1.3
"3431",20.4,16,0,0.6
"3432",20.4,18,0,0.6
"3433",25.5,18,6.3,0.3
"3434",25.5,17.8,6.3,0.3
"3435",22.6,17.8,0.3,1
"3436",22.6,17,0.3,1
"3437",18.2,17,8.4,1.4
"3438",18.2,12.4,8.4,1.4
"3439",15.8,12.4,8.3,3.5
"3440",15.8,7.6,8.3,3.5
"3441",19.8,7.6,7,2
"3442",19.8,5.5,7,2
"3443",20.2,5.5,0.2,2.1
"3444",20.2,13,0.2,2.1
"3445",18.6,13,7.7,0.5
"3446",18.6,12.8,7.7,0.5
"3447",18.6,12.8,7.1,1.5
"3448",18.6,8.5,7.1,1.5
"3449",22.8,8.5,6.7,1
"3450",22.8,8.8,6.7,1
"3451",26.4,8.8,7.8,1.4
"3452",26.4,11.1,7.8,1.4
"3453",28,11.1,7.7,1.6
"3454",28,13,7.7,1.6
"3455",24.8,13,2.7,2.4
"3456",24.8,17,2.7,2.4
"3457",24.8,17,2.8,1.1
"3458",24.8,16.7,2.8,1.1
"3459",28.8,16.7,7.5,0.8
"3460",28.8,16,7.5,0.8
"3461",29.1,16,6.7,1.7
"3462",29.1,17,6.7,1.7
"3463",29.4,17,6.8,2.5
"3464",29.4,18.9,6.8,2.5
"3465",29.4,18.9,6.6,2.3
"3466",29.4,19.5,6.6,2.3
"3467",28.6,19.5,6,2.3
"3468",28.6,18.5,6,2.3
"3469",29,18.5,5.6,2.2
"3470",29,19,5.6,2.2
"3471",27.8,19,7.4,1.7
"3472",27.8,17,7.4,1.7
"3473",27.6,17,7.6,2.4
"3474",27.6,15,7.6,2.4
"3475",23.8,15,3.3,2.3
"3476",23.8,16.3,3.3,2.3
"3477",24.8,16.3,5,0.7
"3478",24.8,14.5,5,0.7
"3479",27.6,14.5,3.8,1.5
"3480",27.6,18.7,3.8,1.5
"3481",22.9,18.7,0,2.3
"3482",22.9,18,0,2.3
"3483",19.4,18,0,0.7
"3484",19.4,16.5,0,0.7
"3485",19.2,16.5,0.4,0.5
"3486",19.2,16,0.4,0.5
"3487",22.8,16,2.5,0.7
"3488",22.8,16.5,2.5,0.7
"3489",21.8,16.5,0.6,0.7
"3490",21.8,17,0.6,0.7
"3491",20.1,17,0,0.6
"3492",20.1,17,0,0.6
"3493",21.4,17,2.8,0.4
"3494",21.4,16.7,2.8,0.4
"3495",18.4,16.7,0,0.9
"3496",18.4,14,0,0.9
"3497",14.9,14,6,1.2
"3498",14.9,10,6,1.2
"3499",15.8,10,7.7,1.7
"3500",15.8,7.7,7.7,1.7
"3501",15.4,7.7,0.1,1.2
"3502",15.4,6.6,0.1,1.2
"3503",20.4,6.6,6.1,0.5
"3504",20.4,8.4,6.1,0.5
"3505",19.6,8.4,6.2,1.4
"3506",19.6,9.5,6.2,1.4
"3507",20.8,9.5,6.9,1.1
"3508",20.8,9,6.9,1.1
"3509",19.2,9,0,1.1
"3510",19.2,14.5,0,1.1
"3511",23.8,14.5,2.2,0.7
"3512",23.8,15.1,2.2,0.7
"3513",23.8,15.1,0.6,1.1
"3514",23.8,15.5,0.6,1.1
"3515",24.8,15.5,4.1,1.2
"3516",24.8,17,4.1,1.2
"3517",23.8,17,3.2,1.2
"3518",23.8,17.8,3.2,1.2
"3519",27.8,17.8,6.7,0.8
"3520",27.8,14,6.7,0.8
"3521",29.3,14,7.6,1.7
"3522",29.3,20,7.6,1.7
"3523",26.5,20,2.3,2.5
"3524",26.5,18.7,2.3,2.5
"3525",20.6,18.7,0,1.5
"3526",20.6,13.4,0,1.5
"3527",13.7,13.4,1.3,0.7
"3528",13.7,10,1.3,0.7
"3529",13,10,6.3,1.6
"3530",13,5.5,6.3,1.6
"3531",18,5.5,5.7,1.3
"3532",18,9.8,5.7,1.3
"3533",19.8,9.8,7.4,1.1
"3534",19.8,9,7.4,1.1
"3535",21.6,9,7.8,2.1
"3536",21.6,9.6,7.8,2.1
"3537",23.4,9.6,7.8,1.5
"3538",23.4,10.5,7.8,1.5
"3539",23.2,10.5,7.9,1.8
"3540",23.2,11,7.9,1.8
"3541",23.2,11,7.5,2
"3542",23.2,10.6,7.5,2
"3543",26,10.6,7.5,1.7
"3544",26,12.5,7.5,1.7
"3545",27,12.5,7.5,2.3
"3546",27,13,7.5,2.3
"3547",26.8,13,6.9,3
"3548",26.8,14.5,6.9,3
"3549",21.8,14.5,0,2.5
"3550",21.8,17.8,0,2.5
"3551",18.6,17.8,2.4,0.9
"3552",18.6,12.2,2.4,0.9
"3553",14,12.2,8.3,1.3
"3554",14,8.8,8.3,1.3
"3555",13,8.8,8.2,2
"3556",13,3.7,8.2,2
"3557",18.2,3.7,7.8,1.6
"3558",18.2,1.8,7.8,1.6
"3559",13.5,1.8,0,1.1
"3560",13.5,6.3,0,1.1
"3561",15.2,6.3,0,0.3
"3562",15.2,12,0,0.3
"3563",14.2,12,1.4,0.5
"3564",14.2,9,1.4,0.5
"3565",15.8,9,8.2,0.8
"3566",15.8,6.5,8.2,0.8
"3567",16.8,6.5,5.5,2
"3568",16.8,7.4,5.5,2
"3569",14,7.4,0,1.7
"3570",14,10.8,0,1.7
"3571",19.6,10.8,7.9,0.9
"3572",19.6,7,7.9,0.9
"3573",22.2,7,8.9,1.1
"3574",22.2,7,8.9,1.1
"3575",26.6,7,8,2.1
"3576",26.6,10,8,2.1
"3577",32.2,10,8.4,2.6
"3578",32.2,14.9,8.4,2.6
"3579",31.6,14.9,8.3,4
"3580",31.6,18.5,8.3,4
"3581",30.8,18.5,8.2,4.3
"3582",30.8,17,8.2,4.3
"3583",30.4,17,8.2,3.1
"3584",30.4,15,8.2,3.1
"3585",30.1,15,8.4,3
"3586",30.1,16,8.4,3
"3587",30.8,16,8.2,3.3
"3588",30.8,15.7,8.2,3.3
"3589",30.6,15.7,8.2,3.4
"3590",30.6,15.5,8.2,3.4
"3591",24.4,15.5,0,4.4
"3592",24.4,13.6,0,4.4
"3593",13.6,13.6,0,1.3
"3594",13.6,9.8,0,1.3
"3595",13.3,9.8,0,0.7
"3596",13.3,8.1,0,0.7
"3597",17.7,8.1,4.9,1
"3598",17.7,10.5,4.9,1
"3599",19,10.5,5.9,1.9
"3600",19,12.9,5.9,1.9
"3601",19.6,12.9,6.1,1.6
"3602",19.6,12.7,6.1,1.6
"3603",19.4,12.7,5.9,1.2
"3604",19.4,12.6,5.9,1.2
"3605",23.8,12.6,6.4,0.9
"3606",23.8,10.4,6.4,0.9
"3607",26.8,10.4,7.9,1.2
"3608",26.8,12,7.9,1.2
"3609",25.1,12,4.5,1.9
"3610",25.1,14.2,4.5,1.9
"3611",28.4,14.2,8,1.4
"3612",28.4,15.2,8,1.4
"3613",30.3,15.2,3,2.2
"3614",30.3,16.1,3,2.2
"3615",17.5,16.1,0.1,1.9
"3616",17.5,14.8,0.1,1.9
"3617",21.2,14.8,0,0.8
"3618",21.2,15,0,0.8
"3619",21.4,15,1.2,1
"3620",21.4,16,1.2,1
"3621",20.3,16,0,0.9
"3622",20.3,17,0,0.9
"3623",26.6,17,1.8,0.6
"3624",26.6,17,1.8,0.6
"3625",31,17,4.4,1.1
"3626",31,17.2,4.4,1.1
"3627",18.6,17.2,0.5,3.6
"3628",18.6,11.6,0.5,3.6
"3629",17,11.6,8,1.8
"3630",17,8,8,1.8
"3631",21,8,9,2
"3632",21,6.8,9,2
"3633",28,6.8,7.4,1.6
"3634",28,9.5,7.4,1.6
"3635",22.7,9.5,0,2.8
"3636",22.7,16.2,0,2.8
"3637",21.4,16.2,0,0.5
"3638",21.4,15.5,0,0.5
"3639",17.5,15.5,0,0.5
"3640",17.5,12,0,0.5
"3641",13.6,12,0,1
"3642",13.6,11.2,0,1
"3643",13.9,11.2,0,0.4
"3644",13.9,11.8,0,0.4
"3645",14,11.8,0,1.3
"3646",14,10.6,0,1.3
"3647",18.6,10.6,0,1
"3648",18.6,8,0,1
"3649",17.8,8,0,1.8
"3650",17.8,11.5,0,1.8
"3651",18.8,11.5,0,0.8
"3652",18.8,12.4,0,0.8
"3653",20,12.4,0,1.3
"3654",20,9.6,0,1.3
"3655",19.8,9.6,0,2.3
"3656",19.8,7,0,2.3
"3657",23.8,7,0,2.1
"3658",23.8,10,0,2.1
"3659",17.4,10,0,3
"3660",17.4,14.5,0,3
"3661",27.7,14.5,0,1.3
"3662",27.7,16.5,0,1.3
"3663",19.8,16.5,0,0.8
"3664",19.8,11.3,0,0.8
"3665",13.8,11.3,0,1.4
"3666",13.8,9,0,1.4
"3667",14.6,9,0,2
"3668",14.6,5.2,0,2
"3669",14.1,5.2,0,1.1
"3670",14.1,10,0,1.1
"3671",16.4,10,0,0.4
"3672",16.4,11.4,0,0.4
"3673",16.2,11.4,0,1.6
"3674",16.2,10.8,0,1.6
"3675",19.5,10.8,0,0.9
"3676",19.5,12,0,0.9
"3677",19.8,12,0,1.6
"3678",19.8,14.2,0,1.6
"3679",20.7,14.2,0,0.8
"3680",20.7,14.9,0,0.8
"3681",22.3,14.9,0,0.7
"3682",22.3,14.5,0,0.7
"3683",24.5,14.5,10.3,1.6
"3684",24.5,15.8,10.3,1.6
"3685",27.2,15.8,6.3,2.4
"3686",27.2,16.7,6.3,2.4
"3687",27.8,16.7,9.7,2.2
"3688",27.8,17,9.7,2.2
"3689",22,17,0,2.5
"3690",22,19,0,2.5
"3691",20.5,19,5.1,1.2
"3692",20.5,13.6,5.1,1.2
"3693",18.5,13.6,10,2.1
"3694",18.5,9.8,10,2.1
"3695",21.2,9.8,9.2,2.1
"3696",21.2,10.2,9.2,2.1
"3697",24,10.2,10.4,2.8
"3698",24,13.2,10.4,2.8
"3699",26.9,13.2,8.5,5.8
"3700",26.9,14,8.5,5.8
"3701",25.3,14,0.5,0.5
"3702",25.3,18,0.5,0.5
"3703",23.3,18,2,2.3
"3704",23.3,16.3,2,2.3
"3705",27.6,16.3,11,2.4
"3706",27.6,15,11,2.4
"3707",31.2,15,6.8,2.1
"3708",31.2,17.3,6.8,2.1
"3709",22.9,17.3,0,2.4
"3710",22.9,18.6,0,2.4
"3711",19.8,18.6,0,0.7
"3712",19.8,14.2,0,0.7
"3713",22.2,14.2,9.3,0.5
"3714",22.2,9.6,9.3,0.5
"3715",18.2,9.6,0,2.3
"3716",18.2,12.6,0,2.3
"3717",21.2,12.6,0,0.2
"3718",21.2,17,0,0.2
"3719",21.2,17,9.5,0.5
"3720",21.2,16.6,9.5,0.5
"3721",23,16.6,3.7,0.9
"3722",23,13.4,3.7,0.9
"3723",27.6,13.4,7.5,1.1
"3724",27.6,17.4,7.5,1.1
"3725",32.7,17.4,8.3,1.3
"3726",32.7,17,8.3,1.3
"3727",30,17,6.2,2.3
"3728",30,19.3,6.2,2.3
"3729",21.2,19.3,0,1.3
"3730",21.2,16.2,0,1.3
"3731",20.2,16.2,6.6,1
"3732",20.2,11,6.6,1
"3733",17.2,11,0,1.9
"3734",17.2,15,0,1.9
"3735",21.7,15,0,0.5
"3736",21.7,16.8,0,0.5
"3737",22.2,16.8,7.2,0.7
"3738",22.2,14.2,7.2,0.7
"3739",26.4,14.2,10.9,1.7
"3740",26.4,11.6,10.9,1.7
"3741",30.8,11.6,11,3.5
"3742",30.8,13.8,11,3.5
"3743",29.3,13.8,5,3.7
"3744",29.3,16.5,5,3.7
"3745",28.2,16.5,5.8,1.9
"3746",28.2,19,5.8,1.9
"3747",21.4,19,0,1.9
"3748",21.4,17.2,0,1.9
"3749",23.7,17.2,6.5,1.6
"3750",23.7,15.2,6.5,1.6
"3751",29.8,15.2,8.7,1.9
"3752",29.8,18.6,8.7,1.9
"3753",24.6,18.6,6.2,3.1
"3754",24.6,17,6.2,3.1
"3755",23.7,17,2.3,2.1
"3756",23.7,16.8,2.3,2.1
"3757",20.6,16.8,0,0.8
"3758",20.6,17.5,0,0.8
"3759",21.4,17.5,10.2,1.3
"3760",21.4,12,10.2,1.3
"3761",21.6,12,6.4,2.2
"3762",21.6,13,6.4,2.2
"3763",21.2,13,11.5,2.8
"3764",21.2,12.8,11.5,2.8
"3765",23,12.8,11.7,2.6
"3766",23,8.5,11.7,2.6
"3767",26.2,8.5,1.1,3.2
"3768",26.2,11,1.1,3.2
"3769",29.8,11,11.1,3
"3770",29.8,16.9,11.1,3
"3771",33,16.9,10.5,3
"3772",33,17.9,10.5,3
"3773",21.4,17.9,0.7,3.4
"3774",21.4,17.4,0.7,3.4
"3775",18.2,17.4,0,1.6
"3776",18.2,13.4,0,1.6
"3777",19.6,13.4,0,0.5
"3778",19.6,14.2,0,0.5
"3779",21.6,14.2,6.6,1.8
"3780",21.6,13.6,6.6,1.8
"3781",22.6,13.6,7.4,3
"3782",22.6,14.4,7.4,3
"3783",23.3,14.4,10.9,3.3
"3784",23.3,15.6,10.9,3.3
"3785",25.6,15.6,9.9,2.8
"3786",25.6,16,9.9,2.8
"3787",28.4,16,10.1,2.4
"3788",28.4,17,10.1,2.4
"3789",30,17,10.8,2.5
"3790",30,18,10.8,2.5
"3791",29,18,5.4,2.5
"3792",29,19.3,5.4,2.5
"3793",32,19.3,11,2
"3794",32,19.3,11,2
"3795",29.8,19.3,8.6,5.5
"3796",29.8,21.2,8.6,5.5
"3797",21.8,21.2,0,3
"3798",21.8,19.2,0,3
"3799",28.6,19.2,6.5,1.5
"3800",28.6,18.6,6.5,1.5
"3801",27.9,18.6,7.1,2
"3802",27.9,20.6,7.1,2
"3803",29.2,20.6,9.4,2
"3804",29.2,16,9.4,2
"3805",34.2,16,11.1,3.5
"3806",34.2,17.6,11.1,3.5
"3807",36.8,17.6,10.9,6.3
"3808",36.8,19.6,10.9,6.3
"3809",36.9,19.6,10.8,5.9
"3810",36.9,21.9,10.8,5.9
"3811",29.3,21.9,0.2,6.1
"3812",29.3,20.4,0.2,6.1
"3813",26.8,20.4,10.4,1.4
"3814",26.8,15.2,10.4,1.4
"3815",31,15.2,10.9,3.3
"3816",31,15,10.9,3.3
"3817",32,15,10.7,4.8
"3818",32,16,10.7,4.8
"3819",32.8,16,11.2,6.4
"3820",32.8,18.9,11.2,6.4
"3821",35.2,18.9,10.7,4.5
"3822",35.2,19.3,10.7,4.5
"3823",33.8,19.3,7,5.4
"3824",33.8,22.4,7,5.4
"3825",25.2,22.4,0,3.2
"3826",25.2,19.8,0,3.2
"3827",24.7,19.8,10.3,1.8
"3828",24.7,14.9,10.3,1.8
"3829",29.6,14.9,11.2,3.2
"3830",29.6,15,11.2,3.2
"3831",31.8,15,7.1,3.8
"3832",31.8,18.6,7.1,3.8
"3833",25.2,18.6,0,4.1
"3834",25.2,21.2,0,4.1
"3835",25.2,21.2,6.1,0.2
"3836",25.2,17.5,6.1,0.2
"3837",25,17.5,8.8,2.7
"3838",25,13.4,8.8,2.7
"3839",32,13.4,11.3,3
"3840",32,17.1,11.3,3
"3841",31.4,17.1,10.1,3.9
"3842",31.4,20,10.1,3.9
"3843",25.3,20,9,3.1
"3844",25.3,18.8,9,3.1
"3845",25.1,18.8,10.8,3.6
"3846",25.1,14.5,10.8,3.6
"3847",28.5,14.5,9.9,4.1
"3848",28.5,18,9.9,4.1
"3849",27.8,18,9.7,4.4
"3850",27.8,18.8,9.7,4.4
"3851",28.1,18.8,11,3.9
"3852",28.1,19.1,11,3.9
"3853",30.3,19.1,8,3.6
"3854",30.3,19.6,8,3.6
"3855",33.6,19.6,9,3.3
"3856",33.6,19.6,9,3.3
"3857",27.5,19.6,7.7,3.6
"3858",27.5,21,7.7,3.6
"3859",31.1,21,10.5,2.3
"3860",31.1,19,10.5,2.3
"3861",32,19,9.1,4.1
"3862",32,20.7,9.1,4.1
"3863",27.4,20.7,5.1,3.5
"3864",27.4,20,5.1,3.5
"3865",31.1,20,10.7,3
"3866",31.1,16,10.7,3
"3867",35.3,16,10.3,3.9
"3868",35.3,18.4,10.3,3.9
"3869",31.8,18.4,3.1,4.5
"3870",31.8,22.5,3.1,4.5
"3871",27.6,22.5,6,1.5
"3872",27.6,17.3,6,1.5
"3873",25.2,17.3,10.7,2.1
"3874",25.2,16.4,10.7,2.1
"3875",27.6,16.4,11.4,3.2
"3876",27.6,13.9,11.4,3.2
"3877",29.1,13.9,11.6,4
"3878",29.1,17,11.6,4
"3879",31.6,17,12.5,3.6
"3880",31.6,19.2,12.5,3.6
"3881",28.1,19.2,4.9,3.6
"3882",28.1,20.3,4.9,3.6
"3883",34.6,20.3,12,2.8
"3884",34.6,20.5,12,2.8
"3885",28.2,20.5,0,4.4
"3886",28.2,22.4,0,4.4
"3887",29.7,22.4,9.4,1.2
"3888",29.7,20.4,9.4,1.2
"3889",28.4,20.4,4.7,0.9
"3890",28.4,22.2,4.7,0.9
"3891",27.8,22.2,4.7,2.2
"3892",27.8,20.2,4.7,2.2
"3893",30.3,20.2,11.1,2
"3894",30.3,18.6,11.1,2
"3895",28.6,18.6,9.8,2.9
"3896",28.6,18.4,9.8,2.9
"3897",32,18.4,12.6,2.7
"3898",32,17.8,12.6,2.7
"3899",35.7,17.8,11.2,2.9
"3900",35.7,20.6,11.2,2.9
"3901",38.2,20.6,9.8,5.5
"3902",38.2,23.5,9.8,5.5
"3903",35.2,23.5,8.8,4.1
"3904",35.2,24.4,8.8,4.1
"3905",37.6,24.4,11,3
"3906",37.6,23,11,3
"3907",36.2,23,9.2,4.9
"3908",36.2,25.5,9.2,4.9
"3909",36.8,25.5,12.3,4.2
"3910",36.8,24,12.3,4.2
"3911",31.6,24,5.3,6.5
"3912",31.6,25.8,5.3,6.5
"3913",35,25.8,6.9,3
"3914",35,24.1,6.9,3
"3915",37,24.1,8.8,3.5
"3916",37,23.9,8.8,3.5
"3917",37,23.9,7.2,5
"3918",37,24,7.2,5
"3919",24,24,0,3
"3920",24,18.4,0,3
"3921",22.8,18.4,0,0.9
"3922",22.8,18.6,0,0.9
"3923",26.8,18.6,0.4,1.1
"3924",26.8,19.8,0.4,1.1
"3925",32.9,19.8,9.3,1.2
"3926",32.9,20.2,9.3,1.2
"3927",32.2,20.2,5.5,3.7
"3928",32.2,22.2,5.5,3.7
"3929",25.4,22.2,0.1,1.6
"3930",25.4,23,0.1,1.6
"3931",23.3,23,0.4,0.8
"3932",23.3,20.1,0.4,0.8
"3933",27.8,20.1,0.3,1.5
"3934",27.8,21.3,0.3,1.5
"3935",30.5,21.3,8.5,1
"3936",30.5,22.6,8.5,1
"3937",28.2,22.6,11.2,2.3
"3938",28.2,20.9,11.2,2.3
"3939",30.2,20.9,11.6,2.8
"3940",30.2,18.5,11.6,2.8
"3941",32,18.5,8.9,2.9
"3942",32,21,8.9,2.9
"3943",33,21,11.4,2.7
"3944",33,22.1,11.4,2.7
"3945",34.4,22.1,8.8,3.3
"3946",34.4,21.9,8.8,3.3
"3947",28.4,21.9,5.6,3.9
"3948",28.4,22.5,5.6,3.9
"3949",30.2,22.5,10,2.1
"3950",30.2,19.7,10,2.1
"3951",32,19.7,11.6,3.3
"3952",32,21.3,11.6,3.3
"3953",35,21.3,7.6,3.1
"3954",35,21,7.6,3.1
"3955",35.2,21,6,3.4
"3956",35.2,26,6,3.4
"3957",32.2,26,2.8,3.9
"3958",32.2,24.9,2.8,3.9
"3959",29.5,24.9,3.9,2.9
"3960",29.5,22.9,3.9,2.9
"3961",29,22.9,11.8,3
"3962",29,17.4,11.8,3
"3963",28.1,17.4,10.5,3.9
"3964",28.1,19.4,10.5,3.9
"3965",30,19.4,11.7,4
"3966",30,18.8,11.7,4
"3967",28.2,18.8,11.7,3.5
"3968",28.2,19,11.7,3.5
"3969",26.8,19,5.9,3
"3970",26.8,20,5.9,3
"3971",30.5,20,9.5,2.5
"3972",30.5,20.6,9.5,2.5
"3973",29.9,20.6,9.2,2.4
"3974",29.9,22.1,9.2,2.4
"3975",30.6,22.1,11.6,2.4
"3976",30.6,20,11.6,2.4
"3977",33,20,8.4,3.6
"3978",33,19.8,8.4,3.6
"3979",25.2,19.8,0,3.1
"3980",25.2,23.2,0,3.1
"3981",31.2,23.2,8.6,1.2
"3982",31.2,21.6,8.6,1.2
"3983",30,21.6,10.4,2.2
"3984",30,21,10.4,2.2
"3985",29.4,21,4.1,2.6
"3986",29.4,23,4.1,2.6
"3987",28,23,3.5,2.3
